Time [s],T_g [K],T_l [K],T_i [K],p_g [Pa],ml [kg],mv [kg],ma [kg]
3.118029664464890161e+00,1.229888647320029520e+02,7.735188161673011109e+01,7.910801114758196206e+01,2.986836110658476828e+05,2.949991060458325709e-01,8.549649625122312082e-04,6.109185312721706598e-05
3.180390257754188266e+00,1.229787898628805607e+02,7.735191821589856431e+01,7.910619340401507316e+01,2.986576592508621397e+05,2.949991124184097591e-01,8.549585899350698251e-04,6.109185312721706598e-05
3.242750851043485927e+00,1.229687205980588516e+02,7.735195477647181406e+01,7.910438072646475405e+01,2.986317216716139810e+05,2.949991187892873623e-01,8.549522190574550869e-04,6.109185312721706598e-05
3.305111444332783588e+00,1.229586569371471114e+02,7.735199129845430832e+01,7.910257309688080340e+01,2.986057983270690893e+05,2.949991251584658802e-01,8.549458498789637212e-04,6.109185312721706598e-05
3.367472037622081693e+00,1.229485988414304813e+02,7.735202778221892572e+01,7.910077049450850950e+01,2.985798891159432824e+05,2.949991315259720692e-01,8.549394823727859017e-04,6.109185312721706598e-05
3.429832630911379354e+00,1.229385463364358486e+02,7.735206422752156641e+01,7.909897290430401995e+01,2.985539941049751360e+05,2.949991378917886098e-01,8.549331165562450109e-04,6.109185312721706598e-05
3.492193224200677015e+00,1.229284993974688120e+02,7.735210063459975061e+01,7.909718030883298923e+01,2.985281132295838324e+05,2.949991442559325439e-01,8.549267524122941379e-04,6.109185312721706598e-05
3.554553817489975120e+00,1.229184579930464167e+02,7.735213700375567214e+01,7.909539268442365767e+01,2.985022464074619929e+05,2.949991506184255208e-01,8.549203899193411798e-04,6.109185312721706598e-05
3.616914410779272782e+00,1.229084221467751803e+02,7.735217333476424528e+01,7.909361001995455354e+01,2.984763937002964085e+05,2.949991569792516088e-01,8.549140290932743603e-04,6.109185312721706598e-05
3.679275004068570443e+00,1.228983918234292076e+02,7.735220962796287836e+01,7.909183229290157158e+01,2.984505550160249695e+05,2.949991633384347889e-01,8.549076699100698193e-04,6.109185312721706598e-05
3.741635597357868548e+00,1.228883670152604992e+02,7.735224588342589414e+01,7.909005948589488355e+01,2.984247303344123065e+05,2.949991696959804455e-01,8.549013123644153998e-04,6.109185312721706598e-05
3.803996190647166209e+00,1.228783477220557501e+02,7.735228210115606373e+01,7.908829158364707723e+01,2.983989196548921173e+05,2.949991760518888562e-01,8.548949564560230294e-04,6.109185312721706598e-05
3.866356783936463870e+00,1.228683339226490716e+02,7.735231828135550813e+01,7.908652856567837830e+01,2.983731229221892427e+05,2.949991824061742873e-01,8.548886021705823235e-04,6.109185312721706598e-05
3.928717377225761975e+00,1.228583256118819236e+02,7.735235442407379480e+01,7.908477041598104051e+01,2.983473401228331495e+05,2.949991887588403472e-01,8.548822495045299433e-04,6.109185312721706598e-05
3.991077970515059636e+00,1.228483227828870099e+02,7.735239052937684789e+01,7.908301711780570997e+01,2.983215712388940738e+05,2.949991951098916987e-01,8.548758984531686913e-04,6.109185312721706598e-05
4.053438563804357742e+00,1.228383254183926567e+02,7.735242659742907279e+01,7.908126865157510110e+01,2.982958162252943148e+05,2.949992014593399436e-01,8.548695490049103979e-04,6.109185312721706598e-05
4.115799157093655403e+00,1.228283335040793389e+02,7.735246262836659525e+01,7.907952500047193212e+01,2.982700750446767197e+05,2.949992078071946855e-01,8.548632011501950019e-04,6.109185312721706598e-05
4.178159750382953064e+00,1.228183470383902147e+02,7.735249862220467776e+01,7.907778614782606041e+01,2.982443476929806056e+05,2.949992141534569789e-01,8.548568548878925479e-04,6.109185312721706598e-05
4.240520343672250725e+00,1.228083659968848877e+02,7.735253457917463038e+01,7.907605207422503213e+01,2.982186341064784210e+05,2.949992204981429778e-01,8.548505102018900568e-04,6.109185312721706598e-05
4.302880936961548386e+00,1.227983903884061760e+02,7.735257049919370331e+01,7.907432276548131256e+01,2.981929343082152191e+05,2.949992268412470198e-01,8.548441670978276568e-04,6.109185312721706598e-05
4.365241530250846047e+00,1.227884201887099067e+02,7.735260638249087606e+01,7.907259820291338315e+01,2.981672482349979691e+05,2.949992331827850367e-01,8.548378255598147388e-04,6.109185312721706598e-05
4.427602123540144596e+00,1.227784553936278087e+02,7.735264222910589638e+01,7.907087836995914643e+01,2.981415758759659366e+05,2.949992395227598041e-01,8.548314855850471222e-04,6.109185312721706598e-05
4.489962716829442257e+00,1.227684959919034497e+02,7.735267803914510409e+01,7.906916324951031072e+01,2.981159172017903184e+05,2.949992458611787050e-01,8.548251471661392218e-04,6.109185312721706598e-05
4.552323310118739919e+00,1.227585419682337147e+02,7.735271381275262570e+01,7.906745282315941381e+01,2.980902721726119053e+05,2.949992521980517313e-01,8.548188102931366522e-04,6.109185312721706598e-05
4.614683903408037580e+00,1.227485933150735917e+02,7.735274954999968600e+01,7.906574707617745901e+01,2.980646407687858446e+05,2.949992585333837680e-01,8.548124749611100883e-04,6.109185312721706598e-05
4.677044496697335241e+00,1.227386500051300118e+02,7.735278525114162562e+01,7.906404598809864126e+01,2.980390229192896513e+05,2.949992648671922457e-01,8.548061411526539652e-04,6.109185312721706598e-05
4.739405089986632902e+00,1.227287120629495973e+02,7.735282091595040299e+01,7.906234954704645190e+01,2.980134186879669433e+05,2.949992711994617878e-01,8.547998088830999859e-04,6.109185312721706598e-05
4.801765683275931451e+00,1.227187794480945513e+02,7.735285654480350104e+01,7.906065773323138046e+01,2.979878279696191894e+05,2.949992775302180403e-01,8.547934781268299708e-04,6.109185312721706598e-05
4.864126276565229112e+00,1.227088521726947761e+02,7.735289213758866822e+01,7.905897053230521010e+01,2.979622507957856287e+05,2.949992838594535649e-01,8.547871488913289266e-04,6.109185312721706598e-05
4.926486869854526773e+00,1.226989302034917273e+02,7.735292769461561591e+01,7.905728792421422213e+01,2.979366870799854514e+05,2.949992901871892337e-01,8.547808211556731607e-04,6.109185312721706598e-05
4.988847463143824434e+00,1.226890135486898856e+02,7.735296321580895551e+01,7.905560989628499158e+01,2.979111368435341283e+05,2.949992965134201062e-01,8.547744949248265844e-04,6.109185312721706598e-05
5.051208056433122096e+00,1.226791021973977820e+02,7.735299870127036570e+01,7.905393643114699387e+01,2.978856000581154949e+05,2.949993028381530658e-01,8.547681701918871666e-04,6.109185312721706598e-05
5.113568649722419757e+00,1.226691961318359034e+02,7.735303415116517556e+01,7.905226751153833220e+01,2.978600766775202937e+05,2.949993091613992702e-01,8.547618469457092007e-04,6.109185312721706598e-05
5.175929243011718306e+00,1.226592953436965701e+02,7.735306956557087688e+01,7.905060312194963501e+01,2.978345666801598272e+05,2.949993154831639375e-01,8.547555251810466659e-04,6.109185312721706598e-05
5.238289836301015967e+00,1.226493998220178270e+02,7.735310494458933306e+01,7.904894324501961478e+01,2.978090700375562301e+05,2.949993218034539511e-01,8.547492048910405741e-04,6.109185312721706598e-05
5.300650429590313628e+00,1.226395095478158765e+02,7.735314028839611922e+01,7.904728786444361788e+01,2.977835867004193133e+05,2.949993281222809682e-01,8.547428860639966122e-04,6.109185312721706598e-05
5.363011022879611289e+00,1.226296245252672605e+02,7.735317559695353395e+01,7.904563696516215998e+01,2.977581166795752943e+05,2.949993344396426576e-01,8.547365687022956881e-04,6.109185312721706598e-05
5.425371616168908950e+00,1.226197447329330572e+02,7.735321087045922184e+01,7.904399053080967974e+01,2.977326599193858565e+05,2.949993407555521197e-01,8.547302527928493134e-04,6.109185312721706598e-05
5.487732209458206611e+00,1.226098701673332130e+02,7.735324610894592468e+01,7.904234854538303523e+01,2.977072164108079742e+05,2.949993470700115750e-01,8.547239383334057083e-04,6.109185312721706598e-05
5.550092802747505161e+00,1.226000008170330631e+02,7.735328131251911543e+01,7.904071099315160609e+01,2.976817861241719220e+05,2.949993533830280179e-01,8.547176253169595176e-04,6.109185312721706598e-05
5.612453396036802822e+00,1.225901366904474088e+02,7.735331648110273761e+01,7.903907786141104452e+01,2.976563690812747809e+05,2.949993596945966190e-01,8.547113137483508365e-04,6.109185312721706598e-05
5.674813989326100483e+00,1.225802777594115582e+02,7.735335161495528666e+01,7.903744913063681565e+01,2.976309652090718155e+05,2.949993660047343647e-01,8.547050036106101662e-04,6.109185312721706598e-05
5.737174582615398144e+00,1.225704240070655402e+02,7.735338671423146195e+01,7.903582478528801403e+01,2.976055744638479664e+05,2.949993723134514134e-01,8.546986948935866640e-04,6.109185312721706598e-05
5.799535175904695805e+00,1.225605754361068307e+02,7.735342177890724713e+01,7.903420481138334708e+01,2.975801968525890261e+05,2.949993786207462665e-01,8.546923875987579890e-04,6.109185312721706598e-05
5.861895769193993466e+00,1.225507320349826585e+02,7.735345680908868360e+01,7.903258919256870740e+01,2.975548323453452322e+05,2.949993849266258628e-01,8.546860817191571664e-04,6.109185312721706598e-05
5.924256362483292015e+00,1.225408937884198082e+02,7.735349180491559196e+01,7.903097791247837733e+01,2.975294809025327559e+05,2.949993912310993616e-01,8.546797772456491424e-04,6.109185312721706598e-05
5.986616955772589677e+00,1.225310606732008978e+02,7.735352676659945814e+01,7.902937095504522347e+01,2.975041424640212790e+05,2.949993975341804742e-01,8.546734741645634287e-04,6.109185312721706598e-05
6.048977549061887338e+00,1.225212327110877908e+02,7.735356169394353287e+01,7.902776830769448679e+01,2.974788170861435356e+05,2.949994038358565995e-01,8.546671724884169225e-04,6.109185312721706598e-05
6.111338142351184999e+00,1.225114098753978453e+02,7.735359658719060860e+01,7.902616995397886512e+01,2.974535046998022590e+05,2.949994101361434473e-01,8.546608722015463719e-04,6.109185312721706598e-05
6.173698735640482660e+00,1.225015921580008040e+02,7.735363144641500810e+01,7.902457587835088759e+01,2.974282052839423995e+05,2.949994164350459025e-01,8.546545732991102720e-04,6.109185312721706598e-05
6.236059328929780321e+00,1.224917795444807922e+02,7.735366627174789755e+01,7.902298606471434539e+01,2.974029188012420782e+05,2.949994227325723473e-01,8.546482757726436060e-04,6.109185312721706598e-05
6.298419922219078870e+00,1.224819720171671520e+02,7.735370106334941909e+01,7.902140049777031550e+01,2.973776452059811563e+05,2.949994290287331067e-01,8.546419796119012055e-04,6.109185312721706598e-05
6.360780515508376531e+00,1.224721695761066087e+02,7.735373582121970060e+01,7.901981916263783035e+01,2.973523844982752926e+05,2.949994353235282363e-01,8.546356848167956837e-04,6.109185312721706598e-05
6.423141108797674192e+00,1.224623722195782136e+02,7.735377054537514141e+01,7.901824204595961021e+01,2.973271366736556520e+05,2.949994416169588463e-01,8.546293913861791958e-04,6.109185312721706598e-05
6.485501702086971854e+00,1.224525799414585947e+02,7.735380523587143387e+01,7.901666913353687960e+01,2.973019017162795062e+05,2.949994479090286004e-01,8.546230993164447096e-04,6.109185312721706598e-05
6.547862295376269515e+00,1.224427927151586601e+02,7.735383989294874141e+01,7.901510040818379821e+01,2.972766795573792770e+05,2.949994541997527087e-01,8.546168085923405364e-04,6.109185312721706598e-05
6.610222888665567176e+00,1.224330105366305901e+02,7.735387451664388436e+01,7.901353585495199638e+01,2.972514701864913222e+05,2.949994604891335581e-01,8.546105192114862017e-04,6.109185312721706598e-05
6.672583481954865725e+00,1.224232333944891309e+02,7.735390910705963563e+01,7.901197545992415883e+01,2.972262735741839861e+05,2.949994667771776991e-01,8.546042311673527486e-04,6.109185312721706598e-05
6.734944075244163386e+00,1.224134612866897101e+02,7.735394366421498091e+01,7.901041920850964573e+01,2.972010897151663085e+05,2.949994730638864082e-01,8.545979444586702511e-04,6.109185312721706598e-05
6.797304668533461047e+00,1.224036942012868536e+02,7.735397818821752480e+01,7.900886708628203792e+01,2.971759185785656446e+05,2.949994793492664580e-01,8.545916590786276426e-04,6.109185312721706598e-05
6.859665261822758708e+00,1.223939321139508536e+02,7.735401267928556024e+01,7.900731907617431204e+01,2.971507601015299442e+05,2.949994856333315596e-01,8.545853750135479297e-04,6.109185312721706598e-05
6.922025855112056369e+00,1.223841750191810718e+02,7.735404713746844152e+01,7.900577516471852846e+01,2.971256142698662006e+05,2.949994919160847662e-01,8.545790922603386424e-04,6.109185312721706598e-05
6.984386448401354031e+00,1.223744229353878836e+02,7.735408156260285750e+01,7.900423534060708164e+01,2.971004811310837977e+05,2.949994981975161412e-01,8.545728108289811628e-04,6.109185312721706598e-05
7.046747041690652580e+00,1.223646758221204465e+02,7.735411595505010496e+01,7.900269958581367291e+01,2.970753605807457934e+05,2.949995044776480557e-01,8.545665306970506121e-04,6.109185312721706598e-05
7.109107634979950241e+00,1.223549336791555930e+02,7.735415031481252868e+01,7.900116788699712345e+01,2.970502526182798319e+05,2.949995107564807317e-01,8.545602518643483645e-04,6.109185312721706598e-05
7.171468228269247902e+00,1.223451965032929252e+02,7.735418464191927512e+01,7.899964023090211640e+01,2.970251572354168748e+05,2.949995170340161121e-01,8.545539743289944134e-04,6.109185312721706598e-05
7.233828821558545563e+00,1.223354642847556164e+02,7.735421893645778368e+01,7.899811660243139499e+01,2.970000744069234352e+05,2.949995233102595815e-01,8.545476980855331618e-04,6.109185312721706598e-05
7.296189414847843224e+00,1.223257370043404677e+02,7.735425319859916726e+01,7.899659698687902676e+01,2.969750040832513478e+05,2.949995295852217425e-01,8.545414231233994934e-04,6.109185312721706598e-05
7.358550008137140885e+00,1.223160146564250539e+02,7.735428742839376071e+01,7.899508137029764043e+01,2.969499462498987559e+05,2.949995358589057037e-01,8.545351494394558354e-04,6.109185312721706598e-05
7.420910601426439435e+00,1.223062972390172973e+02,7.735432162585975391e+01,7.899356973982197871e+01,2.969249009017222561e+05,2.949995421313126309e-01,8.545288770325121675e-04,6.109185312721706598e-05
7.483271194715737096e+00,1.222965847368015346e+02,7.735435579113330107e+01,7.899206207998611262e+01,2.968998679992238176e+05,2.949995484024509618e-01,8.545226058942035447e-04,6.109185312721706598e-05
7.545631788005034757e+00,1.222868771356729951e+02,7.735438992433958560e+01,7.899055837652926471e+01,2.968748475060380879e+05,2.949995546723283013e-01,8.545163360168580441e-04,6.109185312721706598e-05
7.607992381294332418e+00,1.222771744331560200e+02,7.735442402550094698e+01,7.898905861707534370e+01,2.968498394157836447e+05,2.949995609409460928e-01,8.545100673990593722e-04,6.109185312721706598e-05
7.670352974583630079e+00,1.222674766190565094e+02,7.735445809470780887e+01,7.898756278606815329e+01,2.968248437021840364e+05,2.949995672083098874e-01,8.545038000352670393e-04,6.109185312721706598e-05
7.732713567872927740e+00,1.222577836787418590e+02,7.735449213208966057e+01,7.898607087071067667e+01,2.967998603275330970e+05,2.949995734744275677e-01,8.544975339176067016e-04,6.109185312721706598e-05
7.795074161162226289e+00,1.222480956079386942e+02,7.735452613768455876e+01,7.898458285655999589e+01,2.967748892808212549e+05,2.949995797393014652e-01,8.544912690437259659e-04,6.109185312721706598e-05
7.857434754451523951e+00,1.222384123843156942e+02,7.735456011168909640e+01,7.898309872857788605e+01,2.967499305045389337e+05,2.949995860029434036e-01,8.544850054017973789e-04,6.109185312721706598e-05
7.919795347740821612e+00,1.222287340224676200e+02,7.735459405397591581e+01,7.898161847673483749e+01,2.967249840362535324e+05,2.949995922653458891e-01,8.544787429993324019e-04,6.109185312721706598e-05
7.982155941030119273e+00,1.222190605022151431e+02,7.735462796472248215e+01,7.898014208578304363e+01,2.967000498240064480e+05,2.949995985265195242e-01,8.544724818256718094e-04,6.109185312721706598e-05
8.044516534319416934e+00,1.222093918004580217e+02,7.735466184413147062e+01,7.897866953955602298e+01,2.966751278083397774e+05,2.949996047864764659e-01,8.544662218687114601e-04,6.109185312721706598e-05
8.106877127608715483e+00,1.221997279323036594e+02,7.735469569207141660e+01,7.897720082856362467e+01,2.966502180281216279e+05,2.949996110452089981e-01,8.544599631361564536e-04,6.109185312721706598e-05
8.169237720898012256e+00,1.221900688674009956e+02,7.735472950880797782e+01,7.897573593654333024e+01,2.966253204052550718e+05,2.949996173027329416e-01,8.544537056122288293e-04,6.109185312721706598e-05
8.231598314187310805e+00,1.221804146195005103e+02,7.735476329422169783e+01,7.897427485280431370e+01,2.966004349751067930e+05,2.949996235590413018e-01,8.544474493038912251e-04,6.109185312721706598e-05
8.293958907476607578e+00,1.221707651618675499e+02,7.735479704854640204e+01,7.897281756123798857e+01,2.965755616688974551e+05,2.949996298141479012e-01,8.544411941972863446e-04,6.109185312721706598e-05
8.356319500765906128e+00,1.221611204787443086e+02,7.735483077191949519e+01,7.897136404876744109e+01,2.965507004461114993e+05,2.949996360680608998e-01,8.544349402843086924e-04,6.109185312721706598e-05
8.418680094055204677e+00,1.221514805765677067e+02,7.735486446428569707e+01,7.896991430368917975e+01,2.965258513232885161e+05,2.949996423207770779e-01,8.544286875681059244e-04,6.109185312721706598e-05
8.481040687344501450e+00,1.221418454518346124e+02,7.735489812567600154e+01,7.896846831354994833e+01,2.965010142914151074e+05,2.949996485722983786e-01,8.544224360467848065e-04,6.109185312721706598e-05
8.543401280633799999e+00,1.221322150855383342e+02,7.735493175625606455e+01,7.896702606298661919e+01,2.964761893016266986e+05,2.949996548226345716e-01,8.544161857106049749e-04,6.109185312721706598e-05
8.605761873923096772e+00,1.221225894708911710e+02,7.735496535608521640e+01,7.896558754075708464e+01,2.964513763364743791e+05,2.949996610717891543e-01,8.544099365560398453e-04,6.109185312721706598e-05
8.668122467212395321e+00,1.221129685861989316e+02,7.735499892535196409e+01,7.896415273088283016e+01,2.964265753402079572e+05,2.949996673197731178e-01,8.544036885720796698e-04,6.109185312721706598e-05
8.730483060501692094e+00,1.221033524382142730e+02,7.735503246399831312e+01,7.896272162319792187e+01,2.964017863301751786e+05,2.949996735665831871e-01,8.543974417620183630e-04,6.109185312721706598e-05
8.792843653790990643e+00,1.220937410124882661e+02,7.735506597214970270e+01,7.896129420444532343e+01,2.963770092692542239e+05,2.949996798122266894e-01,8.543911961185365845e-04,6.109185312721706598e-05
8.855204247080289193e+00,1.220841343037957358e+02,7.735509944985177810e+01,7.895987046059963177e+01,2.963522441440210096e+05,2.949996860567062895e-01,8.543849516389326109e-04,6.109185312721706598e-05
8.917564840369585966e+00,1.220745323019160509e+02,7.735513289719327190e+01,7.895845038013376893e+01,2.963274909282229492e+05,2.949996923000272053e-01,8.543787083180274253e-04,6.109185312721706598e-05
8.979925433658884515e+00,1.220649349958395078e+02,7.735516631426960998e+01,7.895703394895213023e+01,2.963027495935866609e+05,2.949996985421949325e-01,8.543724661502733820e-04,6.109185312721706598e-05
9.042286026948181288e+00,1.220553423754548135e+02,7.735519970116837385e+01,7.895562115511786772e+01,2.962780201141518191e+05,2.949997047832146335e-01,8.543662251305919695e-04,6.109185312721706598e-05
9.104646620237479837e+00,1.220457544280223772e+02,7.735523305799955551e+01,7.895421198490144832e+01,2.962533024572188733e+05,2.949997110230925812e-01,8.543599852526433157e-04,6.109185312721706598e-05
9.167007213526778386e+00,1.220361711557378612e+02,7.735526638474476613e+01,7.895280642710406482e+01,2.962285966284197057e+05,2.949997172618278318e-01,8.543537465174068889e-04,6.109185312721706598e-05
9.229367806816075159e+00,1.220265925445287110e+02,7.735529968152535218e+01,7.895140446844422399e+01,2.962039025916391984e+05,2.949997234994273243e-01,8.543475089179134374e-04,6.109185312721706598e-05
9.291728400105373709e+00,1.220170185870197912e+02,7.735533294840503515e+01,7.895000609645671830e+01,2.961792203279535170e+05,2.949997297358947779e-01,8.543412724504822033e-04,6.109185312721706598e-05
9.354088993394670482e+00,1.220074492667667840e+02,7.735536618552519883e+01,7.894861129799859611e+01,2.961545497951777652e+05,2.949997359712381861e-01,8.543350371070532277e-04,6.109185312721706598e-05
9.416449586683969031e+00,1.219978845822227385e+02,7.735539939289947142e+01,7.894722006115489421e+01,2.961298909893443342e+05,2.949997422054584373e-01,8.543288028867960116e-04,6.109185312721706598e-05
9.478810179973265804e+00,1.219883245277275989e+02,7.735543257057679511e+01,7.894583237420869182e+01,2.961052438959346619e+05,2.949997484385583624e-01,8.543225697868896780e-04,6.109185312721706598e-05
9.541170773262564353e+00,1.219787690872176000e+02,7.735546571869484467e+01,7.894444822427854547e+01,2.960806084737582714e+05,2.949997546705457330e-01,8.543163377995297058e-04,6.109185312721706598e-05
9.603531366551862902e+00,1.219692182528248310e+02,7.735549883732116427e+01,7.894306759798789130e+01,2.960559847026462085e+05,2.949997609014243793e-01,8.543101069208776941e-04,6.109185312721706598e-05
9.665891959841159675e+00,1.219596720265783745e+02,7.735553192643895670e+01,7.894169048555276902e+01,2.960313725877951365e+05,2.949997671311934688e-01,8.543038771518024141e-04,6.109185312721706598e-05
9.728252553130458224e+00,1.219501303893262616e+02,7.735556498621185995e+01,7.894031687289630383e+01,2.960067720801163814e+05,2.949997733598621608e-01,8.542976484831014830e-04,6.109185312721706598e-05
9.790613146419754997e+00,1.219405933346400133e+02,7.735559801669499791e+01,7.893894674818741919e+01,2.959821831631372916e+05,2.949997795874336193e-01,8.542914209116506639e-04,6.109185312721706598e-05
9.852973739709053547e+00,1.219310608548064323e+02,7.735563101795438001e+01,7.893758009923145380e+01,2.959576058170949691e+05,2.949997858139115636e-01,8.542851944337218192e-04,6.109185312721706598e-05
9.915334332998352096e+00,1.219215329386423292e+02,7.735566399008544636e+01,7.893621691425076392e+01,2.959330400133401272e+05,2.949997920393013229e-01,8.542789690439699405e-04,6.109185312721706598e-05
9.977694926287648869e+00,1.219120095822596852e+02,7.735569693312156403e+01,7.893485718100141924e+01,2.959084857419136679e+05,2.949997982636047844e-01,8.542727447404874826e-04,6.109185312721706598e-05
1.004005551957694742e+01,1.219024907670944202e+02,7.735572984722048773e+01,7.893350088661306074e+01,2.958839429552761139e+05,2.949998044868307190e-01,8.542665215145252592e-04,6.109185312721706598e-05
1.010241611286624419e+01,1.218929765026048386e+02,7.735576273230260824e+01,7.893214802197029201e+01,2.958594116776414448e+05,2.949998107089748522e-01,8.542602993703937329e-04,6.109185312721706598e-05
1.016477670615554274e+01,1.218834667661225239e+02,7.735579558856019844e+01,7.893079857273342270e+01,2.958348918509698706e+05,2.949998169300477868e-01,8.542540782974689150e-04,6.109185312721706598e-05
1.022713729944483951e+01,1.218739615501835232e+02,7.735582841605669557e+01,7.892945252725498051e+01,2.958103834561585682e+05,2.949998231500530199e-01,8.542478582922313768e-04,6.109185312721706598e-05
1.028949789273413806e+01,1.218644608523982384e+02,7.735586121481270538e+01,7.892810987410017276e+01,2.957858864870901452e+05,2.949998293689917728e-01,8.542416393534931580e-04,6.109185312721706598e-05
1.035185848602343661e+01,1.218549646519661565e+02,7.735589398500401614e+01,7.892677060128254141e+01,2.957614008905397495e+05,2.949998355868736488e-01,8.542354214716350001e-04,6.109185312721706598e-05
1.041421907931273338e+01,1.218454729603824092e+02,7.735592672653430668e+01,7.892543469789931976e+01,2.957369266959116212e+05,2.949998418036934855e-01,8.542292046518104413e-04,6.109185312721706598e-05
1.047657967260203193e+01,1.218359857543623974e+02,7.735595943960002785e+01,7.892410215177200428e+01,2.957124638436361565e+05,2.949998480194619965e-01,8.542229888833065884e-04,6.109185312721706598e-05
1.053894026589132871e+01,1.218265030299703824e+02,7.735599212423464621e+01,7.892277295130244852e+01,2.956880123236470390e+05,2.949998542341810692e-01,8.542167741642594809e-04,6.109185312721706598e-05
1.060130085918062726e+01,1.218170247811010540e+02,7.735602478048990349e+01,7.892144708537554720e+01,2.956635721203277353e+05,2.949998604478535347e-01,8.542105604918133303e-04,6.109185312721706598e-05
1.066366145246992581e+01,1.218075510002492052e+02,7.735605740842926537e+01,7.892012454228505192e+01,2.956391432144844439e+05,2.949998666604828346e-01,8.542043478624912088e-04,6.109185312721706598e-05
1.072602204575922258e+01,1.217980816688761792e+02,7.735609000820861070e+01,7.891880530942766825e+01,2.956147255587161053e+05,2.949998728720774621e-01,8.541981362678592159e-04,6.109185312721706598e-05
1.078838263904852113e+01,1.217886167868644236e+02,7.735612257982930373e+01,7.891748937613553494e+01,2.955903191527234740e+05,2.949998790826375283e-01,8.541919257077934275e-04,6.109185312721706598e-05
1.085074323233781790e+01,1.217791563492061613e+02,7.735615512333369281e+01,7.891617673222950202e+01,2.955659239837039495e+05,2.949998852921653647e-01,8.541857161799645435e-04,6.109185312721706598e-05
1.091310382562711645e+01,1.217697003426808351e+02,7.735618763883279314e+01,7.891486736511227207e+01,2.955415400178674026e+05,2.949998915006669664e-01,8.541795076783903701e-04,6.109185312721706598e-05
1.097546441891641322e+01,1.217602487609966460e+02,7.735622012637956857e+01,7.891356126380479452e+01,2.955171672391354223e+05,2.949998977081451645e-01,8.541733002001940852e-04,6.109185312721706598e-05
1.103782501220571177e+01,1.217508015933453720e+02,7.735625258606467014e+01,7.891225841651593953e+01,2.954928056198910344e+05,2.949999039146048441e-01,8.541670937405025253e-04,6.109185312721706598e-05
1.110018560549501032e+01,1.217413588331399552e+02,7.735628501794339229e+01,7.891095881216378416e+01,2.954684551433067536e+05,2.949999101200490026e-01,8.541608882963314239e-04,6.109185312721706598e-05
1.116254619878430709e+01,1.217319204710928062e+02,7.735631742209353945e+01,7.890966244036523847e+01,2.954441157856585342e+05,2.949999163244818035e-01,8.541546838635131079e-04,6.109185312721706598e-05
1.122490679207360564e+01,1.217224865011524741e+02,7.735634979856588700e+01,7.890836928889504520e+01,2.954197875314909616e+05,2.949999225279060222e-01,8.541484804393134362e-04,6.109185312721706598e-05
1.128726738536290242e+01,1.217130569067371653e+02,7.735638214749863550e+01,7.890707934656246891e+01,2.953954703384646564e+05,2.949999287303289308e-01,8.541422780164228262e-04,6.109185312721706598e-05
1.134962797865220097e+01,1.217036316950720618e+02,7.735641446883231254e+01,7.890579260400562589e+01,2.953711642250210280e+05,2.949999349317474762e-01,8.541360765978873440e-04,6.109185312721706598e-05
1.141198857194149952e+01,1.216942108451218871e+02,7.735644676274179687e+01,7.890450904839615021e+01,2.953468691374614136e+05,2.949999411321708731e-01,8.541298761745037393e-04,6.109185312721706598e-05
1.147434916523079629e+01,1.216847943586611080e+02,7.735647902921286345e+01,7.890322866976656258e+01,2.953225850803120993e+05,2.949999473315984000e-01,8.541236767469500722e-04,6.109185312721706598e-05
1.153670975852009484e+01,1.216753822226456663e+02,7.735651126835396951e+01,7.890195145764582207e+01,2.952983120202808059e+05,2.949999535300358300e-01,8.541174783095186688e-04,6.109185312721706598e-05
1.159907035180939161e+01,1.216659744298519428e+02,7.735654348022534066e+01,7.890067740006044517e+01,2.952740499389328761e+05,2.949999597274863272e-01,8.541112808590226252e-04,6.109185312721706598e-05
1.166143094509869016e+01,1.216565709730463709e+02,7.735657566488720249e+01,7.889940648725026051e+01,2.952497988178106607e+05,2.949999659239530558e-01,8.541050843922814344e-04,6.109185312721706598e-05
1.172379153838798693e+01,1.216471718454687476e+02,7.735660782239584421e+01,7.889813870759857650e+01,2.952255586396657163e+05,2.949999721194390134e-01,8.540988889063228645e-04,6.109185312721706598e-05
1.178615213167728548e+01,1.216377770371872913e+02,7.735663995283363192e+01,7.889687405090958805e+01,2.952013293791615870e+05,2.949999783139484744e-01,8.540926943968343930e-04,6.109185312721706598e-05
1.184851272496658403e+01,1.216283865382189333e+02,7.735667205628331544e+01,7.889561250546523752e+01,2.951771110108357389e+05,2.949999845074858240e-01,8.540865008594999194e-04,6.109185312721706598e-05
1.191087331825588080e+01,1.216190003417730878e+02,7.735670413280125501e+01,7.889435406126858652e+01,2.951529035173708689e+05,2.949999907000539490e-01,8.540803082913707390e-04,6.109185312721706598e-05
1.197323391154517935e+01,1.216096184435453864e+02,7.735673618242326199e+01,7.889309870801002944e+01,2.951287068877908750e+05,2.949999968916547921e-01,8.540741166905547023e-04,6.109185312721706598e-05
1.203559450483447613e+01,1.216002408347621468e+02,7.735676820522191122e+01,7.889184643532801999e+01,2.951045210997244576e+05,2.950000030822920727e-01,8.540679260532788942e-04,6.109185312721706598e-05
1.209795509812377468e+01,1.215908675039089815e+02,7.735680020129230172e+01,7.889059723135278546e+01,2.950803461238170858e+05,2.950000092719707312e-01,8.540617363746329628e-04,6.109185312721706598e-05
