Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
103.75	1.0003	665.80	0.0015020	-65.818	-64.315	3.4602	0.97386	2.4316	559.16	0.061152	6.7370e-05	0.093428	0.0033340	41.344	0.024187	63.539	87.734	4.9257	0.87862	1.6520	182.79	16.470	7.7949e-06	0.011914
103.85	1.0069	665.13	0.0015035	-65.583	-64.069	3.4624	0.97365	2.4353	557.88	0.064495	6.7164e-05	0.093237	0.0033150	41.629	0.024022	63.535	87.722	4.9240	0.87932	1.6568	182.77	16.442	7.8064e-06	0.011946
103.96	1.0135	664.46	0.0015050	-65.347	-63.822	3.4647	0.97345	2.4389	556.60	0.067865	6.6959e-05	0.093047	0.0032961	41.915	0.023858	63.531	87.711	4.9224	0.88003	1.6616	182.75	16.414	7.8179e-06	0.011977
104.06	1.0202	663.80	0.0015065	-65.112	-63.575	3.4670	0.97324	2.4427	555.31	0.071263	6.6755e-05	0.092856	0.0032771	42.203	0.023695	63.526	87.699	4.9208	0.88074	1.6664	182.73	16.387	7.8295e-06	0.012009
104.16	1.0268	663.13	0.0015080	-64.876	-63.328	3.4693	0.97304	2.4464	554.03	0.074688	6.6551e-05	0.092666	0.0032582	42.492	0.023534	63.521	87.686	4.9191	0.88145	1.6714	182.71	16.359	7.8411e-06	0.012041
104.26	1.0335	662.45	0.0015095	-64.640	-63.080	3.4716	0.97284	2.4502	552.74	0.078141	6.6347e-05	0.092475	0.0032392	42.784	0.023373	63.515	87.673	4.9175	0.88216	1.6763	182.68	16.332	7.8528e-06	0.012073
104.36	1.0403	661.78	0.0015111	-64.404	-62.832	3.4738	0.97265	2.4540	551.45	0.081621	6.6144e-05	0.092285	0.0032203	43.077	0.023214	63.509	87.659	4.9158	0.88288	1.6813	182.66	16.304	7.8644e-06	0.012106
104.46	1.0470	661.11	0.0015126	-64.168	-62.584	3.4761	0.97245	2.4579	550.15	0.085130	6.5942e-05	0.092095	0.0032015	43.372	0.023057	63.503	87.644	4.9142	0.88360	1.6864	182.64	16.277	7.8762e-06	0.012138
104.57	1.0538	660.43	0.0015142	-63.931	-62.335	3.4784	0.97226	2.4618	548.86	0.088668	6.5740e-05	0.091905	0.0031826	43.668	0.022900	63.496	87.629	4.9126	0.88432	1.6915	182.62	16.249	7.8879e-06	0.012171
104.67	1.0607	659.75	0.0015157	-63.694	-62.086	3.4807	0.97208	2.4657	547.56	0.092235	6.5539e-05	0.091714	0.0031638	43.967	0.022744	63.489	87.613	4.9109	0.88504	1.6966	182.59	16.222	7.8997e-06	0.012204
104.77	1.0675	659.07	0.0015173	-63.457	-61.837	3.4830	0.97189	2.4697	546.26	0.095831	6.5338e-05	0.091524	0.0031450	44.267	0.022590	63.481	87.597	4.9093	0.88577	1.7018	182.57	16.194	7.9115e-06	0.012238
104.87	1.0744	658.39	0.0015189	-63.219	-61.587	3.4852	0.97171	2.4737	544.96	0.099457	6.5137e-05	0.091334	0.0031262	44.570	0.022437	63.473	87.580	4.9076	0.88650	1.7071	182.54	16.167	7.9234e-06	0.012271
104.97	1.0814	657.71	0.0015204	-62.982	-61.337	3.4875	0.97153	2.4778	543.66	0.10311	6.4937e-05	0.091144	0.0031075	44.874	0.022285	63.464	87.562	4.9060	0.88724	1.7124	182.52	16.140	7.9353e-06	0.012305
105.07	1.0883	657.02	0.0015220	-62.744	-61.087	3.4898	0.97135	2.4819	542.36	0.10680	6.4738e-05	0.090954	0.0030887	45.180	0.022134	63.455	87.544	4.9044	0.88798	1.7178	182.49	16.112	7.9472e-06	0.012339
105.18	1.0953	656.34	0.0015236	-62.505	-60.836	3.4921	0.97118	2.4860	541.05	0.11052	6.4539e-05	0.090764	0.0030700	45.487	0.021984	63.446	87.525	4.9027	0.88872	1.7232	182.47	16.085	7.9592e-06	0.012373
105.28	1.1024	655.65	0.0015252	-62.267	-60.585	3.4944	0.97101	2.4902	539.74	0.11426	6.4340e-05	0.090574	0.0030513	45.797	0.021835	63.436	87.506	4.9011	0.88946	1.7287	182.44	16.058	7.9712e-06	0.012408
105.38	1.1094	654.96	0.0015268	-62.028	-60.334	3.4967	0.97084	2.4944	538.43	0.11804	6.4142e-05	0.090384	0.0030327	46.109	0.021688	63.425	87.486	4.8994	0.89021	1.7342	182.41	16.031	7.9833e-06	0.012443
105.48	1.1165	654.26	0.0015284	-61.789	-60.082	3.4989	0.97067	2.4987	537.12	0.12185	6.3945e-05	0.090194	0.0030140	46.422	0.021541	63.415	87.465	4.8978	0.89096	1.7398	182.39	16.003	7.9954e-06	0.012478
105.58	1.1236	653.57	0.0015301	-61.550	-59.830	3.5012	0.97051	2.5030	535.80	0.12570	6.3748e-05	0.090004	0.0029954	46.738	0.021396	63.403	87.444	4.8961	0.89171	1.7454	182.36	15.976	8.0075e-06	0.012513
105.68	1.1308	652.88	0.0015317	-61.310	-59.578	3.5035	0.97035	2.5073	534.49	0.12957	6.3551e-05	0.089815	0.0029768	47.056	0.021252	63.391	87.422	4.8945	0.89247	1.7511	182.33	15.949	8.0197e-06	0.012549
105.79	1.1380	652.18	0.0015333	-61.070	-59.325	3.5058	0.97019	2.5117	533.17	0.13348	6.3355e-05	0.089625	0.0029583	47.375	0.021108	63.379	87.400	4.8928	0.89323	1.7568	182.30	15.922	8.0319e-06	0.012585
105.89	1.1452	651.48	0.0015350	-60.830	-59.072	3.5081	0.97004	2.5162	531.85	0.13742	6.3159e-05	0.089435	0.0029397	47.696	0.020966	63.367	87.376	4.8911	0.89399	1.7626	182.27	15.895	8.0442e-06	0.012621
105.99	1.1524	650.78	0.0015366	-60.589	-58.819	3.5104	0.96989	2.5206	530.52	0.14140	6.2964e-05	0.089246	0.0029212	48.020	0.020825	63.353	87.353	4.8895	0.89476	1.7685	182.24	15.868	8.0565e-06	0.012657
106.09	1.1597	650.08	0.0015383	-60.349	-58.565	3.5127	0.96974	2.5252	529.20	0.14541	6.2769e-05	0.089056	0.0029027	48.345	0.020685	63.340	87.328	4.8878	0.89553	1.7744	182.21	15.841	8.0688e-06	0.012694
106.19	1.1670	649.37	0.0015400	-60.108	-58.311	3.5149	0.96960	2.5298	527.87	0.14945	6.2575e-05	0.088867	0.0028842	48.673	0.020545	63.326	87.303	4.8862	0.89630	1.7804	182.18	15.814	8.0812e-06	0.012731
106.29	1.1744	648.66	0.0015416	-59.866	-58.056	3.5172	0.96946	2.5344	526.54	0.15353	6.2381e-05	0.088677	0.0028658	49.002	0.020407	63.311	87.277	4.8845	0.89708	1.7865	182.15	15.787	8.0937e-06	0.012768
106.40	1.1818	647.96	0.0015433	-59.625	-57.801	3.5195	0.96932	2.5391	525.21	0.15765	6.2187e-05	0.088488	0.0028474	49.334	0.020270	63.296	87.250	4.8829	0.89786	1.7926	182.12	15.760	8.1062e-06	0.012806
106.50	1.1892	647.25	0.0015450	-59.383	-57.546	3.5218	0.96918	2.5438	523.87	0.16179	6.1994e-05	0.088298	0.0028290	49.668	0.020134	63.280	87.223	4.8812	0.89864	1.7988	182.09	15.733	8.1187e-06	0.012843
106.60	1.1966	646.53	0.0015467	-59.141	-57.290	3.5241	0.96905	2.5486	522.54	0.16598	6.1801e-05	0.088109	0.0028106	50.004	0.019999	63.264	87.195	4.8795	0.89943	1.8050	182.06	15.706	8.1313e-06	0.012881
106.70	1.2041	645.82	0.0015484	-58.898	-57.034	3.5264	0.96892	2.5534	521.20	0.17020	6.1609e-05	0.087919	0.0027923	50.342	0.019864	63.248	87.167	4.8779	0.90022	1.8114	182.03	15.680	8.1439e-06	0.012920
106.80	1.2117	645.10	0.0015501	-58.655	-56.777	3.5287	0.96880	2.5583	519.86	0.17446	6.1417e-05	0.087730	0.0027739	50.682	0.019731	63.230	87.138	4.8762	0.90101	1.8177	182.00	15.653	8.1566e-06	0.012959
106.90	1.2192	644.38	0.0015519	-58.412	-56.520	3.5310	0.96867	2.5632	518.51	0.17876	6.1226e-05	0.087541	0.0027556	51.024	0.019599	63.213	87.108	4.8745	0.90181	1.8242	181.96	15.626	8.1693e-06	0.012998
107.01	1.2268	643.66	0.0015536	-58.169	-56.263	3.5333	0.96855	2.5682	517.17	0.18309	6.1035e-05	0.087351	0.0027374	51.368	0.019467	63.195	87.077	4.8729	0.90261	1.8307	181.93	15.599	8.1820e-06	0.013037
107.11	1.2344	642.94	0.0015554	-57.925	-56.005	3.5356	0.96844	2.5732	515.82	0.18747	6.0844e-05	0.087162	0.0027191	51.715	0.019337	63.176	87.046	4.8712	0.90341	1.8373	181.90	15.572	8.1948e-06	0.013076
107.21	1.2421	642.22	0.0015571	-57.681	-55.747	3.5379	0.96833	2.5783	514.47	0.19188	6.0654e-05	0.086973	0.0027009	52.064	0.019207	63.157	87.014	4.8695	0.90422	1.8440	181.86	15.546	8.2077e-06	0.013116
107.31	1.2497	641.49	0.0015589	-57.437	-55.488	3.5402	0.96822	2.5835	513.12	0.19633	6.0464e-05	0.086784	0.0026827	52.415	0.019079	63.137	86.981	4.8678	0.90503	1.8508	181.83	15.519	8.2206e-06	0.013157
107.41	1.2575	640.76	0.0015606	-57.192	-55.230	3.5425	0.96811	2.5887	511.77	0.20082	6.0274e-05	0.086595	0.0026645	52.768	0.018951	63.117	86.947	4.8661	0.90585	1.8576	181.79	15.492	8.2336e-06	0.013197
107.51	1.2652	640.03	0.0015624	-56.947	-54.970	3.5448	0.96801	2.5939	510.41	0.20535	6.0085e-05	0.086406	0.0026464	53.123	0.018824	63.096	86.913	4.8645	0.90667	1.8645	181.76	15.465	8.2466e-06	0.013238
107.62	1.2730	639.30	0.0015642	-56.702	-54.710	3.5471	0.96791	2.5993	509.05	0.20992	5.9897e-05	0.086216	0.0026282	53.481	0.018698	63.075	86.878	4.8628	0.90750	1.8715	181.72	15.439	8.2596e-06	0.013279
107.72	1.2808	638.56	0.0015660	-56.456	-54.450	3.5494	0.96782	2.6046	507.69	0.21453	5.9708e-05	0.086027	0.0026101	53.841	0.018573	63.053	86.843	4.8611	0.90833	1.8785	181.69	15.412	8.2727e-06	0.013321
107.82	1.2887	637.83	0.0015678	-56.210	-54.190	3.5517	0.96773	2.6101	506.32	0.21919	5.9520e-05	0.085838	0.0025921	54.204	0.018449	63.031	86.806	4.8594	0.90916	1.8857	181.65	15.385	8.2859e-06	0.013363
107.92	1.2966	637.09	0.0015696	-55.964	-53.928	3.5540	0.96764	2.6156	504.96	0.22389	5.9332e-05	0.085649	0.0025740	54.568	0.018326	63.008	86.769	4.8577	0.91000	1.8929	181.61	15.359	8.2991e-06	0.013405
108.02	1.3045	636.35	0.0015715	-55.717	-53.667	3.5563	0.96756	2.6211	503.59	0.22863	5.9145e-05	0.085460	0.0025560	54.935	0.018203	62.985	86.731	4.8560	0.91084	1.9002	181.58	15.332	8.3124e-06	0.013447
108.12	1.3125	635.60	0.0015733	-55.470	-53.405	3.5586	0.96748	2.6268	502.22	0.23341	5.8958e-05	0.085272	0.0025380	55.305	0.018082	62.961	86.692	4.8543	0.91169	1.9076	181.54	15.305	8.3257e-06	0.013490
108.23	1.3205	634.86	0.0015752	-55.223	-53.143	3.5609	0.96740	2.6325	500.84	0.23824	5.8772e-05	0.085083	0.0025201	55.677	0.017961	62.936	86.653	4.8526	0.91254	1.9151	181.50	15.279	8.3391e-06	0.013533
108.33	1.3285	634.11	0.0015770	-54.975	-52.880	3.5632	0.96733	2.6382	499.47	0.24311	5.8585e-05	0.084894	0.0025021	56.051	0.017841	62.911	86.613	4.8509	0.91340	1.9226	181.46	15.252	8.3525e-06	0.013577
108.43	1.3366	633.36	0.0015789	-54.727	-52.617	3.5655	0.96726	2.6440	498.09	0.24802	5.8399e-05	0.084705	0.0024842	56.428	0.017722	62.885	86.572	4.8492	0.91426	1.9303	181.42	15.225	8.3660e-06	0.013621
108.53	1.3447	632.61	0.0015808	-54.478	-52.353	3.5679	0.96720	2.6499	496.71	0.25299	5.8214e-05	0.084516	0.0024663	56.807	0.017603	62.859	86.530	4.8475	0.91513	1.9381	181.38	15.199	8.3796e-06	0.013665
108.63	1.3528	631.85	0.0015827	-54.230	-52.089	3.5702	0.96714	2.6559	495.32	0.25800	5.8029e-05	0.084327	0.0024485	57.189	0.017486	62.832	86.488	4.8458	0.91600	1.9459	181.34	15.172	8.3932e-06	0.013710
108.73	1.3610	631.09	0.0015845	-53.980	-51.824	3.5725	0.96708	2.6619	493.94	0.26305	5.7844e-05	0.084138	0.0024306	57.573	0.017369	62.805	86.444	4.8441	0.91688	1.9539	181.30	15.145	8.4068e-06	0.013755
108.84	1.3692	630.33	0.0015865	-53.731	-51.559	3.5748	0.96703	2.6680	492.55	0.26815	5.7659e-05	0.083950	0.0024128	57.959	0.017253	62.777	86.400	4.8424	0.91777	1.9619	181.26	15.119	8.4205e-06	0.013800
108.94	1.3774	629.57	0.0015884	-53.481	-51.293	3.5771	0.96698	2.6742	491.15	0.27330	5.7475e-05	0.083761	0.0023950	58.349	0.017138	62.748	86.355	4.8407	0.91866	1.9701	181.22	15.092	8.4343e-06	0.013846
109.04	1.3857	628.81	0.0015903	-53.231	-51.027	3.5794	0.96694	2.6804	489.76	0.27850	5.7291e-05	0.083572	0.0023773	58.741	0.017024	62.719	86.309	4.8390	0.91955	1.9783	181.18	15.065	8.4482e-06	0.013893
109.14	1.3940	628.04	0.0015923	-52.980	-50.761	3.5818	0.96690	2.6867	488.36	0.28375	5.7107e-05	0.083383	0.0023596	59.135	0.016910	62.689	86.263	4.8373	0.92045	1.9867	181.14	15.039	8.4621e-06	0.013939
109.24	1.4024	627.27	0.0015942	-52.729	-50.494	3.5841	0.96686	2.6931	486.96	0.28905	5.6924e-05	0.083195	0.0023419	59.532	0.016798	62.659	86.216	4.8355	0.92136	1.9951	181.09	15.012	8.4760e-06	0.013986
109.34	1.4108	626.50	0.0015962	-52.478	-50.226	3.5864	0.96683	2.6996	485.56	0.29440	5.6741e-05	0.083006	0.0023242	59.932	0.016686	62.628	86.167	4.8338	0.92228	2.0037	181.05	14.985	8.4900e-06	0.014034
109.45	1.4192	625.73	0.0015981	-52.226	-49.958	3.5887	0.96681	2.7061	484.16	0.29980	5.6558e-05	0.082817	0.0023065	60.334	0.016574	62.596	86.118	4.8321	0.92320	2.0124	181.01	14.958	8.5041e-06	0.014081
109.55	1.4277	624.95	0.0016001	-51.974	-49.689	3.5911	0.96679	2.7127	482.75	0.30526	5.6376e-05	0.082629	0.0022889	60.739	0.016464	62.564	86.068	4.8303	0.92413	2.0212	180.96	14.932	8.5183e-06	0.014130
109.65	1.4361	624.17	0.0016021	-51.721	-49.420	3.5934	0.96677	2.7194	481.34	0.31076	5.6194e-05	0.082440	0.0022713	61.147	0.016354	62.531	86.018	4.8286	0.92506	2.0301	180.92	14.905	8.5325e-06	0.014178
109.75	1.4447	623.39	0.0016041	-51.468	-49.151	3.5957	0.96675	2.7262	479.93	0.31632	5.6012e-05	0.082251	0.0022538	61.557	0.016245	62.497	85.966	4.8269	0.92600	2.0391	180.87	14.878	8.5468e-06	0.014228
109.85	1.4532	622.60	0.0016062	-51.215	-48.881	3.5981	0.96675	2.7331	478.51	0.32194	5.5830e-05	0.082063	0.0022363	61.971	0.016137	62.463	85.913	4.8251	0.92695	2.0482	180.83	14.851	8.5611e-06	0.014277
109.95	1.4618	621.82	0.0016082	-50.961	-48.610	3.6004	0.96674	2.7401	477.09	0.32761	5.5649e-05	0.081874	0.0022188	62.387	0.016029	62.428	85.860	4.8234	0.92791	2.0575	180.78	14.824	8.5756e-06	0.014327
110.06	1.4705	621.03	0.0016102	-50.707	-48.339	3.6027	0.96674	2.7471	475.67	0.33333	5.5468e-05	0.081686	0.0022013	62.806	0.015922	62.393	85.806	4.8216	0.92887	2.0669	180.74	14.797	8.5900e-06	0.014377
110.16	1.4792	620.23	0.0016123	-50.452	-48.068	3.6051	0.96675	2.7542	474.25	0.33911	5.5287e-05	0.081497	0.0021838	63.228	0.015816	62.356	85.751	4.8199	0.92985	2.0764	180.69	14.771	8.6046e-06	0.014428
110.26	1.4879	619.44	0.0016144	-50.197	-47.795	3.6074	0.96676	2.7614	472.82	0.34495	5.5106e-05	0.081309	0.0021664	63.652	0.015710	62.320	85.695	4.8181	0.93083	2.0861	180.64	14.744	8.6192e-06	0.014480
110.36	1.4966	618.64	0.0016164	-49.942	-47.523	3.6098	0.96677	2.7688	471.39	0.35085	5.4926e-05	0.081120	0.0021490	64.080	0.015606	62.282	85.638	4.8164	0.93182	2.0959	180.59	14.717	8.6339e-06	0.014532
110.46	1.5054	617.84	0.0016185	-49.686	-47.249	3.6121	0.96680	2.7762	469.96	0.35680	5.4746e-05	0.080931	0.0021317	64.510	0.015501	62.244	85.580	4.8146	0.93281	2.1058	180.55	14.690	8.6487e-06	0.014584
110.56	1.5142	617.04	0.0016207	-49.430	-46.976	3.6145	0.96682	2.7837	468.52	0.36282	5.4566e-05	0.080743	0.0021143	64.944	0.015398	62.205	85.521	4.8128	0.93382	2.1158	180.50	14.663	8.6635e-06	0.014637
110.67	1.5231	616.23	0.0016228	-49.173	-46.701	3.6168	0.96685	2.7913	467.08	0.36890	5.4387e-05	0.080554	0.0020970	65.380	0.015295	62.165	85.461	4.8111	0.93484	2.1260	180.45	14.635	8.6785e-06	0.014690
110.77	1.5320	615.42	0.0016249	-48.916	-46.426	3.6192	0.96689	2.7990	465.64	0.37504	5.4208e-05	0.080366	0.0020798	65.820	0.015193	62.125	85.401	4.8093	0.93586	2.1364	180.40	14.608	8.6934e-06	0.014744
110.87	1.5409	614.61	0.0016271	-48.658	-46.151	3.6215	0.96693	2.8068	464.20	0.38124	5.4029e-05	0.080177	0.0020625	66.262	0.015092	62.084	85.339	4.8075	0.93689	2.1469	180.35	14.581	8.7085e-06	0.014798
110.97	1.5499	613.79	0.0016292	-48.400	-45.875	3.6239	0.96697	2.8147	462.75	0.38750	5.3850e-05	0.079989	0.0020453	66.708	0.014991	62.042	85.277	4.8057	0.93794	2.1575	180.30	14.554	8.7237e-06	0.014853
111.07	1.5589	612.98	0.0016314	-48.141	-45.598	3.6262	0.96703	2.8227	461.30	0.39383	5.3671e-05	0.079800	0.0020281	67.157	0.014890	62.000	85.213	4.8040	0.93899	2.1683	180.24	14.527	8.7389e-06	0.014908
111.17	1.5680	612.15	0.0016336	-47.882	-45.321	3.6286	0.96708	2.8308	459.85	0.40022	5.3493e-05	0.079612	0.0020110	67.609	0.014791	61.957	85.149	4.8022	0.94005	2.1793	180.19	14.499	8.7542e-06	0.014964
111.28	1.5771	611.33	0.0016358	-47.623	-45.043	3.6310	0.96715	2.8390	458.39	0.40668	5.3315e-05	0.079423	0.0019938	68.064	0.014692	61.913	85.083	4.8004	0.94113	2.1904	180.14	14.472	8.7696e-06	0.015020
111.38	1.5862	610.50	0.0016380	-47.363	-44.765	3.6333	0.96721	2.8473	456.93	0.41321	5.3137e-05	0.079235	0.0019767	68.522	0.014594	61.868	85.017	4.7986	0.94221	2.2017	180.09	14.444	8.7850e-06	0.015077
111.48	1.5953	609.67	0.0016402	-47.102	-44.486	3.6357	0.96729	2.8558	455.47	0.41980	5.2959e-05	0.079046	0.0019597	68.984	0.014496	61.823	84.949	4.7968	0.94331	2.2131	180.03	14.417	8.8006e-06	0.015134
111.58	1.6046	608.84	0.0016425	-46.842	-44.206	3.6381	0.96737	2.8643	454.00	0.42647	5.2782e-05	0.078858	0.0019427	69.449	0.014399	61.777	84.881	4.7950	0.94441	2.2247	179.98	14.389	8.8162e-06	0.015192
111.68	1.6138	608.00	0.0016447	-46.580	-43.926	3.6404	0.96745	2.8730	452.54	0.43320	5.2604e-05	0.078669	0.0019257	69.917	0.014303	61.730	84.811	4.7932	0.94553	2.2365	179.92	14.362	8.8319e-06	0.015251
111.78	1.6231	607.16	0.0016470	-46.318	-43.645	3.6428	0.96755	2.8818	451.06	0.44001	5.2427e-05	0.078481	0.0019087	70.389	0.014207	61.682	84.741	4.7913	0.94666	2.2485	179.87	14.334	8.8477e-06	0.015310
111.89	1.6324	606.32	0.0016493	-46.056	-43.363	3.6452	0.96764	2.8907	449.59	0.44689	5.2250e-05	0.078292	0.0018917	70.864	0.014112	61.634	84.669	4.7895	0.94780	2.2606	179.81	14.306	8.8636e-06	0.015370
111.99	1.6417	605.47	0.0016516	-45.793	-43.081	3.6476	0.96775	2.8998	448.11	0.45384	5.2074e-05	0.078104	0.0018748	71.342	0.014017	61.584	84.597	4.7877	0.94895	2.2730	179.75	14.278	8.8796e-06	0.015430
112.09	1.6511	604.62	0.0016539	-45.529	-42.798	3.6500	0.96786	2.9089	446.63	0.46086	5.1897e-05	0.077915	0.0018580	71.824	0.013923	61.534	84.523	4.7859	0.95011	2.2855	179.70	14.251	8.8957e-06	0.015491
112.19	1.6606	603.77	0.0016563	-45.265	-42.515	3.6524	0.96798	2.9182	445.14	0.46797	5.1721e-05	0.077727	0.0018411	72.310	0.013829	61.484	84.448	4.7840	0.95129	2.2983	179.64	14.223	8.9118e-06	0.015553
112.29	1.6700	602.92	0.0016586	-45.001	-42.231	3.6548	0.96810	2.9277	443.65	0.47514	5.1544e-05	0.077538	0.0018243	72.799	0.013737	61.432	84.372	4.7822	0.95248	2.3112	179.58	14.194	8.9281e-06	0.015615
112.39	1.6795	602.06	0.0016610	-44.736	-41.946	3.6571	0.96823	2.9372	442.16	0.48240	5.1368e-05	0.077350	0.0018075	73.291	0.013644	61.379	84.295	4.7804	0.95368	2.3243	179.52	14.166	8.9445e-06	0.015677
112.50	1.6891	601.19	0.0016634	-44.470	-41.661	3.6595	0.96836	2.9469	440.67	0.48974	5.1192e-05	0.077161	0.0017908	73.787	0.013552	61.326	84.217	4.7785	0.95489	2.3377	179.46	14.138	8.9609e-06	0.015741
112.60	1.6987	600.33	0.0016658	-44.204	-41.375	3.6619	0.96851	2.9568	439.17	0.49716	5.1017e-05	0.076973	0.0017740	74.287	0.013461	61.272	84.138	4.7767	0.95612	2.3512	179.40	14.110	8.9774e-06	0.015805
112.70	1.7083	599.46	0.0016682	-43.937	-41.088	3.6643	0.96866	2.9668	437.67	0.50466	5.0841e-05	0.076784	0.0017574	74.791	0.013371	61.217	84.058	4.7748	0.95736	2.3650	179.34	14.081	8.9941e-06	0.015870
112.80	1.7180	598.58	0.0016706	-43.670	-40.800	3.6668	0.96881	2.9769	436.16	0.51224	5.0666e-05	0.076596	0.0017407	75.298	0.013281	61.161	83.977	4.7729	0.95862	2.3790	179.28	14.053	9.0108e-06	0.015935
112.90	1.7277	597.71	0.0016731	-43.402	-40.512	3.6692	0.96898	2.9872	434.65	0.51991	5.0490e-05	0.076407	0.0017241	75.809	0.013191	61.104	83.894	4.7711	0.95988	2.3933	179.21	14.024	9.0277e-06	0.016001
113.00	1.7374	596.82	0.0016755	-43.134	-40.223	3.6716	0.96915	2.9977	433.14	0.52766	5.0315e-05	0.076219	0.0017075	76.324	0.013102	61.047	83.810	4.7692	0.96117	2.4077	179.15	13.996	9.0446e-06	0.016068
113.11	1.7472	595.94	0.0016780	-42.865	-39.933	3.6740	0.96933	3.0083	431.63	0.53550	5.0140e-05	0.076030	0.0016909	76.843	0.013013	60.988	83.725	4.7673	0.96247	2.4224	179.08	13.967	9.0617e-06	0.016135
113.21	1.7570	595.05	0.0016805	-42.596	-39.643	3.6764	0.96951	3.0191	430.11	0.54344	4.9965e-05	0.075842	0.0016744	77.366	0.012926	60.929	83.639	4.7654	0.96378	2.4374	179.02	13.938	9.0788e-06	0.016204
113.31	1.7669	594.16	0.0016831	-42.326	-39.352	3.6788	0.96971	3.0300	428.58	0.55146	4.9791e-05	0.075653	0.0016579	77.893	0.012838	60.868	83.552	4.7635	0.96510	2.4526	178.95	13.909	9.0961e-06	0.016273
113.41	1.7768	593.26	0.0016856	-42.055	-39.060	3.6813	0.96991	3.0411	427.06	0.55957	4.9616e-05	0.075465	0.0016415	78.424	0.012751	60.807	83.464	4.7616	0.96645	2.4681	178.89	13.880	9.1135e-06	0.016342
113.51	1.7868	592.36	0.0016882	-41.783	-38.767	3.6837	0.97012	3.0524	425.53	0.56778	4.9441e-05	0.075276	0.0016251	78.959	0.012665	60.745	83.374	4.7597	0.96780	2.4838	178.82	13.851	9.1310e-06	0.016413
113.61	1.7967	591.46	0.0016907	-41.512	-38.474	3.6861	0.97033	3.0638	423.99	0.57608	4.9267e-05	0.075088	0.0016087	79.498	0.012579	60.682	83.283	4.7578	0.96918	2.4998	178.75	13.821	9.1486e-06	0.016484
113.72	1.8068	590.55	0.0016933	-41.239	-38.180	3.6886	0.97056	3.0755	422.45	0.58448	4.9092e-05	0.074899	0.0015923	80.041	0.012494	60.618	83.191	4.7559	0.97057	2.5161	178.68	13.792	9.1663e-06	0.016556
113.82	1.8168	589.64	0.0016960	-40.966	-37.884	3.6910	0.97079	3.0873	420.91	0.59298	4.8918e-05	0.074711	0.0015760	80.589	0.012409	60.553	83.097	4.7540	0.97197	2.5327	178.61	13.762	9.1841e-06	0.016629
113.92	1.8269	588.72	0.0016986	-40.692	-37.589	3.6935	0.97103	3.0993	419.37	0.60157	4.8744e-05	0.074522	0.0015597	81.141	0.012324	60.487	83.002	4.7520	0.97339	2.5495	178.54	13.733	9.2021e-06	0.016703
114.02	1.8371	587.80	0.0017013	-40.417	-37.292	3.6959	0.97128	3.1115	417.82	0.61027	4.8570e-05	0.074333	0.0015435	81.697	0.012240	60.420	82.906	4.7501	0.97483	2.5667	178.47	13.703	9.2201e-06	0.016777
114.12	1.8473	586.88	0.0017039	-40.142	-36.995	3.6984	0.97154	3.1239	416.26	0.61908	4.8396e-05	0.074145	0.0015273	82.258	0.012157	60.352	82.809	4.7482	0.97628	2.5841	178.40	13.673	9.2383e-06	0.016852
114.22	1.8575	585.95	0.0017066	-39.866	-36.696	3.7008	0.97181	3.1365	414.71	0.62798	4.8222e-05	0.073956	0.0015111	82.823	0.012074	60.283	82.710	4.7462	0.97775	2.6019	178.33	13.643	9.2567e-06	0.016928
114.33	1.8678	585.02	0.0017094	-39.590	-36.397	3.7033	0.97209	3.1494	413.15	0.63700	4.8048e-05	0.073768	0.0014949	83.393	0.011991	60.213	82.610	4.7443	0.97924	2.6200	178.26	13.613	9.2751e-06	0.017006
114.43	1.8781	584.08	0.0017121	-39.313	-36.097	3.7058	0.97237	3.1624	411.58	0.64613	4.7874e-05	0.073579	0.0014788	83.967	0.011909	60.142	82.509	4.7423	0.98075	2.6385	178.18	13.583	9.2937e-06	0.017083
114.53	1.8885	583.14	0.0017149	-39.035	-35.796	3.7082	0.97267	3.1757	410.01	0.65536	4.7701e-05	0.073390	0.0014628	84.546	0.011828	60.070	82.406	4.7403	0.98227	2.6572	178.11	13.552	9.3124e-06	0.017162
114.63	1.8989	582.19	0.0017177	-38.756	-35.495	3.7107	0.97297	3.1892	408.44	0.66472	4.7527e-05	0.073202	0.0014467	85.129	0.011747	59.996	82.302	4.7383	0.98381	2.6763	178.03	13.522	9.3313e-06	0.017242
114.73	1.9093	581.24	0.0017205	-38.477	-35.192	3.7132	0.97328	3.2029	406.86	0.67418	4.7353e-05	0.073013	0.0014307	85.718	0.011666	59.922	82.196	4.7364	0.98537	2.6958	177.95	13.491	9.3503e-06	0.017323
